seed,n,p,objective,train_n,X,p_succ,angle_id,eval_index,trial,delta_gamma,delta_beta
1817987089,15,10,median_rt,16,0.39939399233239409,0.015723760614234559,median_rt|train_n=16|p=10,8,15,-1.5156676026353346,1.0521434191026415
1869633411,15,10,median_rt,16,0.43020511369117809,0.011413802340964469,median_rt|train_n=16|p=10,9,19,-1.5156676026353346,1.0521434191026415
2661918620,15,20,median_rt,16,0.21009781979042716,0.11254178867254323,median_rt|train_n=16|p=20,0,0,-1.4766668065883608,0.90688298797119526
2272909853,15,20,median_rt,16,0.3991205366705427,0.015768529635206325,median_rt|train_n=16|p=20,1,2,-1.4766668065883608,0.90688298797119526
2173970664,15,20,median_rt,16,0.11166102158832261,0.31318449087023315,median_rt|train_n=16|p=20,2,3,-1.4766668065883608,0.90688298797119526
1732944157,15,20,median_rt,16,0.48507960365044078,0.006451301444019333,median_rt|train_n=16|p=20,3,5,-1.4766668065883608,0.90688298797119526
2969377203,15,20,median_rt,16,0.287296083844024,0.050434639034938097,median_rt|train_n=16|p=20,4,6,-1.4766668065883608,0.90688298797119526
3439503854,15,20,median_rt,16,0.21630200980388004,0.10551133156074524,median_rt|train_n=16|p=20,5,11,-1.4766668065883608,0.90688298797119526
2384609918,15,20,median_rt,16,0.2360542235312735,0.085922908932879641,median_rt|train_n=16|p=20,6,12,-1.4766668065883608,0.90688298797119526
697797893,15,20,median_rt,16,0.21977224898230266,0.10177225856263322,median_rt|train_n=16|p=20,7,14,-1.4766668065883608,0.90688298797119526
1817987089,15,20,median_rt,16,0.33086527292066598,0.032062281655080058,median_rt|train_n=16|p=20,8,15,-1.4766668065883608,0.90688298797119526
1869633411,15,20,median_rt,16,0.34176799299428107,0.028626202443096702,median_rt|train_n=16|p=20,9,19,-1.4766668065883608,0.90688298797119526
2661918620,15,50,median_rt,16,0.11875924003225452,0.2909032661196107,median_rt|train_n=16|p=50,0,0,-1.1455686394280304,0.92696840717594753
2272909853,15,50,median_rt,16,0.32482022079346151,0.034142125559002118,median_rt|train_n=16|p=50,1,2,-1.1455686394280304,0.92696840717594753
2173970664,15,50,median_rt,16,0.032097996111028135,0.71624747763225471,median_rt|train_n=16|p=50,2,3,-1.1455686394280304,0.92696840717594753
1732944157,15,50,median_rt,16,0.48913885679613572,0.0061846906388572905,median_rt|train_n=16|p=50,3,5,-1.1455686394280304,0.92696840717594753
2969377203,15,50,median_rt,16,0.20606743921752183,0.11735802574736007,median_rt|train_n=16|p=50,4,6,-1.1455686394280304,0.92696840717594753
3439503854,15,50,median_rt,16,0.13263684227269612,0.25181696143562149,median_rt|train_n=16|p=50,5,11,-1.1455686394280304,0.92696840717594753
2384609918,15,50,median_rt,16,0.15179213103433911,0.206343233465026,median_rt|train_n=16|p=50,6,12,-1.1455686394280304,0.92696840717594753
697797893,15,50,median_rt,16,0.14490787312284811,0.22165409221775706,median_rt|train_n=16|p=50,7,14,-1.1455686394280304,0.92696840717594753
1817987089,15,50,median_rt,16,0.28457759778529296,0.051880494221761754,median_rt|train_n=16|p=50,8,15,-1.1455686394280304,0.92696840717594753
1869633411,15,50,median_rt,16,0.26399292521632284,0.064261840964356096,median_rt|train_n=16|p=50,9,19,-1.1455686394280304,0.92696840717594753
1862614280,16,2,mean_p,12,0.5583016996756508,0.0020462140779195525,mean_p|train_n=12|p=2,0,1,-1.7764899999999999,1.29064
951336262,16,2,mean_p,12,0.70950661900936174,0.00038253890368881191,mean_p|train_n=12|p=2,1,2,-1.7764899999999999,1.29064
2976445846,16,2,mean_p,12,0.58457656607336828,0.0015289690755423365,mean_p|train_n=12|p=2,2,4,-1.7764899999999999,1.29064
4167835561,16,2,mean_p,12,0.71649144449207991,0.00035402451552951961,mean_p|train_n=12|p=2,3,5,-1.7764899999999999,1.29064
3698130403,16,2,mean_p,12,0.6941198733619719,0.00045371753141138513,mean_p|train_n=12|p=2,4,6,-1.7764899999999999,1.29064
1302011608,16,2,mean_p,12,0.62248658648392508,0.0010041667782396287,mean_p|train_n=12|p=2,5,10,-1.7764899999999999,1.29064
3006075672,16,2,mean_p,12,0.62422222548368078,0.00098502256326168957,mean_p|train_n=12|p=2,6,12,-1.7764899999999999,1.29064
2926131869,16,2,mean_p,12,0.61097987148321709,0.0011408478045654097,mean_p|train_n=12|p=2,7,13,-1.7764899999999999,1.29064
834749582,16,2,mean_p,12,0.73768256231783602,0.00027987669927849327,mean_p|train_n=12|p=2,8,15,-1.7764899999999999,1.29064
3148342419,16,2,mean_p,12,0.67544205986731687,0.00055814478893801334,mean_p|train_n=12|p=2,9,16,-1.7764899999999999,1.29064
1862614280,16,5,mean_p,12,0.34010268707425528,0.023009237843022091,mean_p|train_n=12|p=5,0,1,-1.6801600000000001,1.1049500000000001
951336262,16,5,mean_p,12,0.61554155617511408,0.0010845671552010036,mean_p|train_n=12|p=5,1,2,-1.6801600000000001,1.1049500000000001
2976445846,16,5,mean_p,12,0.42387830813174648,0.0090865419481995918,mean_p|train_n=12|p=5,2,4,-1.6801600000000001,1.1049500000000001
4167835561,16,5,mean_p,12,0.60706837645280198,0.0011914267544310719,mean_p|train_n=12|p=5,3,5,-1.6801600000000001,1.1049500000000001
