gamma,re_phi_m,full_conv2_exponent,lambda_exact_interp,abs_gap_to_exact,seed_full_interp,seed_abs_gap_to_exact,delta_re_vs_seed,re43_minus_re46,im43_plus_im46,mean_im_mod_abs,physically_feasible
-5.335,2.187952770330572e-07,-0.6896091562047231,-0.6895950390949274,1.4117109795708238e-05,-2.3536191860145457,1.6640241469196182,1.664010029809823,4.127310717566351e-09,-1.2776764455408526e-15,6.661338147750939e-16,True
-5.365,2.067152458575084e-07,-0.6896091682847543,-0.6895950491241645,1.411916058979834e-05,-2.359938430995928,1.6703433818717635,1.6703292627111739,3.927744158124883e-09,-1.3153536612546049e-15,6.661338147750939e-16,True
-5.415,1.8785836031105853e-07,-0.6896091871416398,-0.6895951712246401,1.4015916999676747e-05,-2.3698303877017084,1.6802352164770684,1.6802212005600685,-3.6198224118201843e-09,4.036863104059543e-15,1.9984014443252818e-15,True
-5.4350000000000005,1.8073420457931697e-07,-0.6896091942657955,-0.6895952548594368,1.3939406358631778e-05,-2.373561257171188,1.683966002311751,1.6839520629053928,-3.504893724037741e-09,2.0020358971601473e-15,8.881784197001252e-16,True
-5.455,1.7383538477933507e-07,-0.6896092011646153,-0.6895953573466064,1.3843818008951736e-05,-2.3771620991022226,1.6875667417556164,1.6875528979376073,3.3944824822937163e-09,7.2826006380976165e-16,1.5543122344752192e-15,True
-5.485,1.6389024692949225e-07,-0.6896092111097532,-0.6895955449840645,1.3666125688649444e-05,-2.382318239502057,1.6927226945179925,1.6927090283923039,3.237031267108026e-09,1.1017668700332421e-15,4.440892098500626e-16,True
-5.555,1.4241892933439088e-07,-0.6896092325810708,-0.689596130027407,1.3102553663713046e-05,-2.393195153044674,1.7035990230172668,1.7035859204636032,-2.9055627073801493e-09,2.0426910190842507e-15,1.1102230246251565e-15,True
-5.585,1.3389552569713212e-07,-0.6896092411044744,-0.6895964389859688,1.280211850562818e-05,-2.397357552673172,1.7077611136872033,1.7077483115686982,2.777919896386431e-09,4.479864066349421e-15,2.220446049250313e-15,True
-5.645,1.1793710451254058e-07,-0.6896092570628956,-0.6895971515384438,1.2105524451744287e-05,-2.404774429542863,1.715177278004419,1.7151651724799677,2.5465474745679442e-09,1.4242609298997198e-15,1.5543122344752192e-15,True
-5.695,1.056375981011549e-07,-0.689609269362402,-0.6895978332016827,1.1436160719302535e-05,-2.4100225247587477,1.720424691557065,1.7204132553963458,-2.3763987345371338e-09,-2.3610927906063305e-16,1.3322676295501878e-15,True
-5.715,1.0094781470791644e-07,-0.6896092740521854,-0.6895981263088294,1.1147743355977013e-05,-2.4118825969662208,1.7222844706573914,1.722273322914036,-2.313744562188315e-09,-1.1631605378951448e-15,6.661338147750939e-16,True
-5.735,9.638037476289526e-08,-0.6896092786196253,-0.6895984303657091,1.0848253916173611e-05,-2.4136053406908013,1.7240069103250923,1.7239960620711763,2.254045907412863e-09,1.6304973950400172e-15,8.881784197001252e-16,True
-5.755,9.192946554756484e-08,-0.6896092830705345,-0.6895987448983871,1.0538172147356306e-05,-2.415190332616942,1.7255915877185548,1.7255810495464077,-2.197209830842012e-09,-3.015900871099305e-15,1.5543122344752192e-15,True
-5.8149999999999995,7.922026591523112e-08,-0.6896092957797342,-0.689599746748746,9.549030988154072e-06,-2.4191147637098354,1.7295150169610893,1.7295054679301014,-2.0430833441865943e-09,-2.545705063014726e-16,1.9984014443252818e-15,True
-5.845,7.319475147877024e-08,-0.6896093018052486,-0.6896002776783298,9.02412691883292e-06,-2.420607435886057,1.7310071582077273,1.7309981340808085,1.9747685824436723e-09,-1.1315538104066966e-15,1.3322676295501878e-15,True
-5.875,6.736583562218237e-08,-0.6896093076341645,-0.6896008266633264,8.480970838053992e-06,-2.4217854666110648,1.7321846399477383,1.7321761589769002,-1.9119746832764472e-09,1.5263661024674231e-15,6.661338147750939e-16,True
-5.915,5.987177852560974e-08,-0.6896093151282215,-0.6896015842880032,7.730840218322932e-06,-2.422864798116386,1.7332632138283828,1.7332554829881648,1.8364909936727152e-09,3.636684187054014e-16,2.220446049250313e-16,True
-5.945,5.4439435726806644e-08,-0.6896093205605643,-0.6896021699544902,7.150606074146637e-06,-2.423304409878912,1.7337022399244217,1.733695089318348,1.7858069919375185e-09,-2.310457463141883e-16,1.5543122344752192e-15,True
-5.985,4.741889399375853e-08,-0.689609327581106,-0.6896029715536665,6.356027439591294e-06,-2.4233955408258896,1.7337925692722231,1.7337862132447837,1.725780813140877e-09,2.3989171055874644e-15,1.3322676295501878e-15,True
-6.005,4.3994426538655595e-08,-0.6896093310055735,-0.6896033803531326,5.950652440911419e-06,-2.423228361453842,1.7336249811007094,1.7336190304482688,1.6989239300395617e-09,-1.4351073262710308e-14,7.771561172376096e-15,True
-6.045,3.729652010446682e-08,-0.68960933770348,-0.6896042120434409,5.125660039073665e-06,-2.4224673024614014,1.7328630904179605,1.7328579647579214,-1.6512659741387654e-09,-1.7140014669366373e-15,8.881784197001252e-16,True
-6.0649999999999995,3.4015068960626033e-08,-0.6896093409849311,-0.6896046341837128,4.706801218334888e-06,-2.421872979285419,1.7322683451017062,1.7322636383004881,-1.6304210241229033e-09,2.682450119439912e-15,1.3322676295501878e-15,True
-6.085,3.077339912159851e-08,-0.6896093442266009,-0.6896050600267433,4.284199857651494e-06,-2.421135853904142,1.7315307938773987,1.7315265096775414,1.6114832621481793e-09,3.061474605448819e-15,1.3322676295501878e-15,True
-6.115,2.5977110430082485e-08,-0.6896093490228896,-0.689605704933896,3.6440889936706355e-06,-2.4197620045204236,1.7301562995865276,1.7301526554975344,1.5866640646951308e-09,3.498459473778846e-16,2.220446049250313e-16,True
-6.135,2.2818227880324693e-08,-0.6896093521817722,-0.689606138438739,3.213743033247951e-06,-2.4186670815715714,1.7290609431328323,1.7290577293897995,-1.5724430792786853e-09,1.221801156464679e-14,7.105427357601002e-15,True
-6.175,1.657653524346944e-08,-0.6896093584234648,-0.6896070123950806,2.346028384225818e-06,-2.416046894942709,1.7264398825476284,1.7264375365192446,1.5495527541492996e-09,-2.965541505545323e-15,1.5543122344752192e-15,True
-6.195,1.3486425419702336e-08,-0.6896093615135747,-0.689607452135908,1.9093776666423423e-06,-2.4145213643760206,1.7249139122401127,1.7249120028624463,-1.5408057353074034e-09,-1.2853680297862591e-15,6.661338147750939e-16,True
-6.215,1.0399470664773503e-08,-0.6896093646005295,-0.6896078932480398,1.4713524896237118e-06,-2.4128520537269966,1.7232441604789568,1.7232426891264672,-1.508811465918089e-09,-7.207715181971272e-10,3.6038660944370804e-10,True
-6.235,7.349658154019124e-09,-0.689609367650342,-0.6896083353807045,1.0322696374354123e-06,-2.411038863568032,1.7214305281873277,1.7214294959176908,1.5286942609899242e-09,7.456522375716844e-16,1.9984014443252818e-15,True
-6.265,2.678822990834733e-09,-0.6896093723211771,-0.6896089997291208,3.7259205631912096e-07,-2.4080491202303023,1.7184401205011814,1.7184397479091251,-1.3398317427621656e-09,1.9312621859763056e-10,9.656364596821732e-11,True
-6.2815925,2.425429442724061e-10,-0.6896093747574571,-0.6896093673924768,7.364980292301482e-09,-2.406260488148047,1.7166511207555701,1.71665111339059,4.853026040797224e-10,1.7648182002862887e-15,8.881784197001252e-16,True
